Company_ID,Ticker,Company_Name,Sector,Reporting_Period,Revenue,Operating_Profit,Net_Income,EPS,Operating_Margin,Net_Profit_Margin,Currency
CMP-1025,VL,Vanguard Logistics,INDUSTRIALS,31-03-2022,"USD 3,805,798,082.60",$20.35M, -110906069.61 ,,0.0053,-2.91%,USD
CMP-1174,DS,DataSphere Solutions,Tech,31-12-2023,"10,068,798,754.10",US$ 2.41B,US$ 2.04B,4.3189,24.0%,20.31%,$
CMP-1403, SLB ,SUMMIT LEISURE BRANDS,Cons. Cyclical,FY2024,23491977775.58,3165452737.88,"USD 2,542,080,919.10",#DIV/0!,13.47%,null,$
CMP-1883,GRB,Global Reserve Bank,Financials,2021-12-31,,15770942346.19,$ 11.11B,$ 7.18,17.91,0.1262,USD
CMP-1644,PC,PrimeConsumer Corp,Retail & Consumer,2022-06-30,"$ 34,737,606,283.58",509086325.53,-1849482717.29,-2.0676,None,-5.32%,USD
CMP-1712,AF,APEX FINANCIAL,FINANCE,12/31/2022,US$ 9.35B,$ 2.54B,2309341801.68,10.37,,24.71%,$
CMP-1105,MS,MicroLogic Systems,Information Technology,2021-06-30,"USD 41,949,240,099.08",$ 17.13B,16269433513.27,None,#VALUE!,38.78%,EUR
CMP-1427, GT ,GenePure Therapeutics,HealthCare ,2023-09-30,"USD 22,040,326,489.16",5398748609.44,-,4.48,24.5%,17.85%,USD
CMP-1574,VHS,Vitas Health Systems,Health Care,31-12-2021,"USD 30,952,448,753.64",(2907159406.62),35595316066.69,$64.31,-9.39%,115.0%,USD
CMP-1664,HCP,  Helios Clean Power  , Oil & Gas ,2021-09-30,74923388613.65,"15,971,115,004.08", 13129351560.74 ,7.81,0.2132,0.1752,USD
CMP-1613,SLB,Summit Leisure Brands,Consumer Cyclical,2021-06-30,-,"2,911,515.39",-512747391.68,($2.49),0.0003,-5.53,usd
CMP-1609,VM,VELOCITY MOTORS,Retail & Consumer,Q4 2024,"$ 14,944,591,422.51","USD 2,204,854,274.70",1276263193.02,-,14.75,0.0854,usd
CMP-1235,AF,Apex Financial,FINANCE,2024/03/31,118523860557.2,40688549550.47,32723394462.59,4.63,34.33%,27.61,USD
CMP-1738,VRB,velox retail brands,Consumer Discretionary,FY2022,3.97B,"446,873,067.36",4565508988.18,59.38,0.1126,1.15,USD
CMP-1184,TO&G,Titan Oil & Gas Ltd,Enrgy,FY2021,14991707594.47,"2,586,002,869.81","1,827,831,562.67",None,17.25,12.19%,USD
CMP-1556, HCP ,Helios Clean Power,Energy & Power,2021-09-30,"35,895,247,823.40","3,389,018,098.86",,3.704,0.0944,6.73%,usd
CMP-1564,FGHI,Foundry Global Heavy Industries,INDUSTRIALS,FY2022, 5680733414.40 ,"587,726,492.18",221772602.55,1.64,10.35%,0.039,USD
CMP-1066, LMI ,Luxe Motors International,Cons. Cyclical,06/30/2024,USD 38.64B,3629565805.50,2203833642.36,$ 1.82,0.0939,5.70%,USD
CMP-1781,SLB,  Summit Leisure Brands  ,Cons. Cyclical,2022, 23424311273.46 ,US$ 457.16M,-1074596236.96,(1.73),1.95%,-4.59%,USD
CMP-1889, VM ,VELOCITY MOTORS,Consumer Discretionary,30-09-2024,"$31,281,788,922.65",6407947902.27,USD 5.32B,9.730,20.48%,17.00,USD
CMP-1236,FGHI,foundry global heavy industries,industrials,FY2024,"33,902,939,260.05","USD 5,671,755,995.67",4.94B,6.75,0.1673,14.6%,USD
CMP-1058,si,SteelCore Industries,Ind.,2023-12-31,43923707003.76,USD 4.45B,1448515650.54,USD 1.92,10.13%,0.033,USD
CMP-1177, VTC ,Vanguardian Trust Co,FINANCE,FY2022,89350371220.95,28626255624.33,"26,689,441,425.33",12.14,0.3204,29.9%,USD
CMP-1045,EES,Echo Energy Systems,Energy,09/30/2022,23355041490.09,5482845165.68,4907023385.63,11.6,0.2348,0.2101,EUR
CMP-1544,PHG,  Pulse Health Group  ,Healthcare,FY2024,$ 7.94B,3122581967.60,2935663917.56,6.88,39.3%,0.3699,$
CMP-1626,HB,horizon bancorp,Financials,FY2021,15186897360.36,US$ 3.92B,"3,310,469,118.62",8.48,0.2582,21.80,$
CMP-1003,OAM,Orbital Aerospace Mfg,Manufacturing ,12/31/2022,25245337946.55,"$1,848,920,925.81",798784268.38,$0.89,7.32,3.16%,USD
CMP-1696,HCP,Helios Clean Power,ENERGY,2021,"USD 5,382,694,196.68",2516195160.35,"$ 2,176,374,783.53",9.33,46.75,40.43,USD
CMP-1944,NAI,NextGen Apparel Inc,Consumer Discretionary,2023-06-30,"$8,675,462,785.39","1,009,072,764.53","584,926,330.75",$3.64,11.63%,6.74,USD
CMP-1454,PEC,PetroDyn Energy Corp,Energy,2022-12-31,31514215216.08,"(371,455,179.80)",($ 1.35B),-$ 1.79,(1.2%),-4.28%,USD
CMP-1566,VTC,Vanguardian Trust Co,FINANCE,2021/12/31,"$115,347,917,603.29",$ 14.54B,10267578713.95,3.5,12.60%,8.90%,USD
CMP1938,VHS,Vitas Health Systems,Healthcare,2021-06-30,"$2,330,951,958.36",934355987.72,"USD 865,192,523.98",16.28,40.08,37.12,EUR
CMP-1590,DS,DataSphere Solutions,Technology,09/30/2022,64078359203.50,N/A,"15,721,404,108.36",USD 13.02,0.3037,24.5%,USD
CMP-1538,CH,Crestview Holdings,Financials,Q1 2022,119140175628.19,28604223559.22,N/A,6.81,24.01,0.2004,USD
CMP-1859,NAI,NextGen Apparel Inc,Cons. Cyclical,Q2 2022,"6,226,455,697.65",#VALUE!,71568022.4,0.318,6.2%,1.1%,USD
CMP-1688,HCP,HELIOS CLEAN POWER,ENERGY,Q3 2021,"USD 35,397,032,785.37","$11,849,141,530.84",10324031801.13,None,33.47%,0.0%,USD
CMP-1907,BL,BioGenix Laboratories,HealthCare ,FY2021,"27,293,352,303.57","$ 2,567,256,430.55",1791847302.70,$ 3.58,9.41%,6.57,usd
CMP-1059,BCG,beacon capital group,Banking & Finance,2023/09/30,102405231819.44,"$36,254,942,218.18",32699182229.22,10.32,35.4%,31.93%,EUR
CMP-1656,SI,,Manufacturing ,30-06-2022,USD 27.18B,"$ 2,977,308,503.54",2417336920.93,$ 1.37,0.1096,8.90%,USD
CMP-1706,BCC,,Banking & Finance,2023-03-31,"$90,187,493,864.09",22598597150.02,US$ 19.55B,N/A,25.1%,-120.5%,USD
CMP-1716,SWP,Sterling Wealth Partners,Financial Services,FY2022,113624027352.13,None,"23,762,155,449.84",9.74,25.85%,0.2091,USD
CMP1390,PEC,PetroDyn Energy,ENERGY,2023-06-30,null,"$1,233,556,008.50","(57,469,216.17)",-0.2,6.11,-0.28,USD
CMP-1222,PEC,PetroDyn Energy,ENERGY,2021-03-31,US$ 49.54B,"$ 3,832,121,575.06",1347428001.30,$ 0.71,0.0774,2.72%,USD
CMP-1430,seg,Solaris Energy, Oil & Gas ,2023/09/30,84314403069.78,,(US$ 13.67B),-8.71,-0.1013,-16.21%,USD
CMP-1604,CP,Curative Pharmaceuticals,Health Care,03/31/2024,9355507410.15, 297425997.44 ,(122026036.21),-0.36,3.18,(1.3%),EUR
CMP-1735,SD,SteriMed Diagnostics,health care,12/31/2024,$32.71B, -4375422002.25 ,-US$ 5.12B,-5.8086,-13.38%,-15.66,USD
CMP-1202,AB,Aegis BioLabs,Bio/Pharma,2022-12-31,"26,097,537,912.03",($ 1.00B), -1761608470.42 ,(3.63),-3.84%,-0.0675,USD
CMP-1058,si,SteelCore Industries,Ind.,2023-12-31,43923707003.76,USD 4.45B,1448515650.54,USD 1.92,10.13%,0.033,USD
CMP-1871,VTC,vanguardian trust co,FINANCE,2024/12/31,$22.53B,3.49B,#VALUE!,6.6,0.1549,N/A,USD
CMP-1676,,CyberNova Systems,Information Technology,12/31/2023,45.89B,N/A,5937382220.27,None,15.1%,12.94,USD
CMP-1777,VM,  Velocity Motors  ,Consumer Cyclical,2021-09-30,41273781135.02,NA,1911737719.44,2.276,11.17%,4.63%,USD
CMP-1507,VRB,Velox Retail Brands,Consumer Cyclical,31-12-2023,35394216862.22,"$ 3,944,893,610.60",2008563476.66,2.16,None,5.67%,usd
CMP-1146,PE,PIONEER EQUIPMENT,Industrial,Q4 2021,"24,619,115,928.50",1032555305.83,-10571859.07,-0.0,0.0419,-0.04%,USD
CMP-1072,PFH,Pinnacle Financial Holdings,Banking & Finance,2023-03-31,65014024056.73, 27068169516.74 ,22595685507.10,13.29,41.63%,34.76,USD
CMP-1286,MAG,MERIDIAN ASSET GROUP,FINANCE,30-09-2024,"$ 25,808,633,071.80",7417933354.47,US$ 6.43B,13.4198,28.74%,null,USD
CMP-1346,CS,CyberNova Systems,TECHNOLOGY,2023/06/30,27691107667.04,1.85B,US$ 328.53M,0.385,6.66%,#DIV/0!,USD
CMP-1888,BL,biogenix laboratories,Health Care,30-06-2021,38697491877.26,8425787240.4,7452032560.75,USD 4.38,21.77%,19.26%,EUR
CMP-1024,GRB,GLOBAL RESERVE BANK,Financial Services,2024/09/30, 108935706928.95 ,"24,680,294,522.57","18,386,255,514.08",4.269,22.66%,16.88%,USD
CMP-1608,TO&G,Titan Oil & Gas,Enrgy,FY2023,23824855639.58,"-$ 345,960,473.04",(USD 943.84M),(1.24),-0.0145,-3.96%,USD
CMP-1841,CP,curative pharmaceuticals,Bio/Pharma,2022,"43,035,438,495.13","11,004,839,135.03","$9,840,249,509.38",9.30,0.2557,0.2287,$
CMP-1730, CS ,CyberNova Systems,Information Technology,2023,"31,638,932,825.80","7,544,614,540.79",$ 6.06B,5.19,23.85,19.2%,USD
CMP-1737,IG,InfoCore Global,,2024-09-30,"USD 22,231,075,339.05",3887417298.72,"3,265,511,566.71",3.26,17.5%,,USD
CMP-1311,SEG,Solaris Energy Group,energy,09/30/2023,3396661458.45, 820531270.22 ,"708,834,964.26",7.47,0.2416,20.9%,usd
CMP-1088,CFC,Continental Freight Corp,Manufacturing ,2021/12/31,None,1020583057.84,"651,538,514.68",5.42,17.7%,0.1128,EUR
CMP-1050,BCC,BlueStone Credit Corp,Banking & Finance,31-03-2024,65983434587.18,"25,399,316,186.45",#VALUE!,16.642,0.3849,-,USD
CMP1400,TB,TrendSet Brands,consumer cyclical,2023-09-30,"3,293,192,373.25","$152,083,109.16", 66232063.86 ,NA,4.62,2.01%,USD
CMP-1559,ALG,Aura Lifestyle Goods,Cons. Cyclical,2022-03-31,None,2.63B,"USD 1,700,417,799.29",$ 4.18,0.1528,9.89%,USD
CMP-1704,OG,  OmniSoft Group  ,technology,2023-12-31,"$4,951,292,924.05",,1152859498.74,10.53,28.49,N/A,USD
CMP-1780,VRB,Velox Retail Brands,consumer cyclical,30-06-2022,null,631653866.61,151338157.44,0.25,4.22%,1.01,USD
CMP-1035,VL,vanguard logistics,Manufacturing ,12/31/2022,USD 13.46B,1073122502.30,"USD 192,555,376.79",0.4,None,1.43,USD
CMP-1040,TB,TrendSet Brands,consumer cyclical,2024-06-30,2338555271.36,426543822.34,"377,833,139.18",$6.15,18.24,16.16,USD
CMP-1002,LMI,Luxe Motors International,Consumer Cyclical,2024-09-30, 1230088736.84 ,"$ 55,535,199.94",19653234.11,0.46,4.51%,1.60%,USD
CMP-1776,TPC,TerraGreen Power Co,ENERGY,2024-03-31,59134772687.41,608.19M, -1150993356.80 ,-1.07,1.03,(1.9%),USD
CMP-1800, SD ,SteriMed Diagnostics,HealthCare ,2024-06-30,56199006386.69,"23,122,053,262.22","$ 19,214,313,920.73",16.8,N/A,34.19%,usd
CMP-1510,SI,steelcore industries,Industrials,2021-03-31,TBD,"USD 1,624,264,883.68",1020026003.41,1.6209,12.91%,8.11%,USD
CMP-1815,DS,DataSphere Solutions,Technology,2023-06-30, 75065322181.61 ,,USD 11.20B,#DIV/0!,0.2021,14.92,usd
CMP-1856,SAI,Synapse AI Inc,Unknown,2022-12-31,USD 52.34B,$ 11.65B,"9,290,477,864.37",3.06,22.26,17.75,USD
CMP-1270,CE,Crestline Exploration,Energy,12/31/2023,"USD 32,168,731,727.49",510927673.11,"(USD 1,448,095,049.48)",-2.36,1.59%,-4.50,usd
CMP-1341, VM ,Velocity Motors,Consumer Discretionary,2022-03-31,"2,746,840,933.44",268634723.31, 79490802.22 ,$ 0.96,null,2.89,USD
CMP-1551,CH,crestview holdings,Financial Services,2022-12-31,101518842249.89,NA, 30317616971.12 ,10.26,35.3%,N/A,$
CMP-1402,VRI,  Vortex Resources Inc  ,energy,Q3 2022,USD 48.64B,-US$ 6.62B,"($ 9,113,679,289.32)",-7.25,(13.6%),(18.7%),USD
CMP-1317,VHS,Vitas Health Systems,Healthcare,03/31/2022,"$ 41,080,889,488.41",US$ 7.34B,,0.0,17.9%,12.20,USD
CMP-1895,IG,InfoCore Global,,FY2023,"7,335,805,808.12",1157348386.82,None,USD 4.20,15.78,11.44,USD
CMP-1839,TO&G,Titan Oil & Gas Ltd,Energy,2022-12-31,TBD,3.45B,"2,625,868,263.67",$6.31,20.21,0.1537,$
CMP-1786,ALG,Aura Lifestyle Goods,Consumer Cyclical,2021-06-30,12107487153.59,"($139,911,495.75)",($ 782.80M),-3.34,-1.16,-6.47,$
CMP-1705,HB,Horizon Bancorp,,06/30/2021,"75,984,173,790.43","$ 20,109,331,048.69",US$ 17.83B,7.939,26.47%,23.5%,usd
CMP-1433,PHG,Pulse Health Group,health care,2022-03-31,"USD 42,678,026,502.26",5445423567.88,"$ 4,213,247,551.55",$3.90,12.76%,0.0987,EUR
CMP-1417,SAI,Synapse AI Inc, Tech ,Q3 2023,"$7,344,602,561.49",3.13B,2.72B,6.77,0.4267,37.08,EUR
CMP-1142,VL,VANGUARD LOGISTICS,INDUSTRIALS,2024/12/31,3044412717.85, 516316561.50 ,341527741.26,2.61,0.1696,0.1122,USD
CMP-1506,BL,BIOGENIX LABORATORIES,HealthCare ,12/31/2024,44636361608.86,3823966785.47,1063116035.90,0.657,8.57%,2.4%,USD
CMP-1647,AD,Aeroflux Dynamics,Ind.,Q1 2022,"20,843,230,185.79","$ 1,391,607,378.98",928991944.78,1.0,0.0668,4.46%,USD
CMP-1928,SWP,STERLING WEALTH PARTNERS, Financial Services ,12/31/2023,70725760851.68,"$22,238,896,618.41", 18899938178.38 ,$ 7.32,31.44,26.7%,USD
CMP-1023,PSC,  Precision Systems Corp  ,Industrials,Q1 2024,30591330491.31, 3234712414.99 ,"USD 2,142,057,419.72",$2.65,10.57%,7.00%,USD
CMP-1159,TO&G,Titan Oil & Gas Ltd,Enrgy,Q1 2022,#VALUE!,USD 2.34B,"($236,096,865.54)",(0.12),4.41,-0.44%,-
CMP-1628,MS,MicroLogic Systems,TECHNOLOGY,2021/06/30,81902910589.31,37851344594.36,null,21.26,46.21%,42.66%,USD
CMP-1652,NAI,NextGen Apparel Inc,Cons. Cyclical,2021-12-31,53966663238.25, 6094050317.92 ,2564903630.24,USD 2.73,0.1129,4.75,USD
CMP1396,PSC,PRECISION SYSTEMS CORP,Ind.,2024,17717548139.32,2578665763.00,1841174701.24,USD 3.02,N/A,10.39%,USD
CMP-1939,LMI,Luxe Motors International,Retail & Consumer,FY2021,TBD,N/A,None,-$ 1.98,0.0284,-3.59%,usd
CMP-1517,AHM,Atlas Heavy Machinery,Ind.,FY2024,5.51B,"$ 402,955,957.78",98871206.55,$ 0.71,7.3%,0.0179,usd
CMP-1248,PSC,precision systems corp,Industrials,31-03-2023,11552649739.39,1027894305.32,$ 630.92M,$1.55,8.90,5.46,USD
CMP-1858,TO&G,Titan Oil & Gas Ltd,ENERGY,2021-09-30,$ 79.80B,-11137544328.96,($12.93B),-7.71,-0.1396,-0.1620,USD
CMP-1258,TB,TrendSet Brands,Cons. Cyclical,06/30/2024,"USD 12,387,587,053.76","2,743,139,260.72",$2.14B,3.3,0.2214,#DIV/0!,USD
CMP-1047,TB,TrendSet Brands,Retail & Consumer,03/31/2024,,7473948349.69,-,$4.36,15.14,8.71,USD
CMP-1583,SEG,Solaris Energy,Enrgy,2021,"10,825,467,874.26",US$ 4.42B,3743960329.40,USD 12.02,0.4085,0.3458,$
CMP-1825,VTC,VANGUARDIAN TRUST CO,Financial Services,Q1 2021,"36,136,189,832.53","$8,445,693,603.20",TBD,,23.4%,20.21,USD
CMP-1745,PHG,Pulse Health Group,health care,30-06-2022,USD 54.48B,8296474600.99,4867788782.59,4.35,15.23,8.94%,EUR
CMP-1954,VRI,VORTEX RESOURCES INC,Energy,2024-03-31,$41.05B,12528762413.3,11243451170.80,12.64,30.5%,27.39,$
CMP-1290,CS,CyberNova Systems,technology,2022/06/30,USD 78.28B,,"USD 25,507,106,965.18",6.607,36.99,32.6%,USD
CMP-1946,NSC,Nexus Software Corp,technology,FY2024,$35.04B,"-$ 11,515,332.63",-1700825942.31,($2.59),-0.0003,-4.85,USD
CMP-1191,TB,TrendSet Brands,consumer cyclical,09/30/2021,"$ 18,502,328,566.36",2061846949.31,"949,067,463.15",$ 0.78,11.1%,0.0%,USD
CMP-1614,AS,AlphaBio Sciences,HEALTHCARE,2021,62795804032.95,(1184449603.74), -2771189434.88 ,-2.21,(1.9%),-0.0441,USD
CMP-1091,seg,Solaris Energy Group,Enrgy,06/30/2023,88456567269.54,"(7,050,220,058.85)","($ 12,615,963,670.66)",($4.89),(8.0%),(14.3%),usd
CMP-1503,LMI,Luxe Motors International,Consumer Cyclical,03/31/2024,"41,210,565,899.29",2281313096.26,null,$0.12,5.54,0.0028,usd
CMP-1366,VRB,VELOX RETAIL BRANDS,Consumer Discretionary,2024-12-31,TBD,"$ 8,562,321,262.07",7440887035.37,NA,18.9%,16.44,USD
CMP-1211,CE,Crestline Exploration,Energy & Power,FY2021,32801739735.45,15011507838.76,"USD 13,929,996,046.82",$13.63,0.4576,0.4247,USD
CMP-1512,CS,CyberNova Systems,Technology,2023-09-30,"$46,533,101,482.93",$ 11.65B,"10,461,403,799.95",-,N/A,0.2248,USD
CMP-1519,LMI,Luxe Motors International,consumer cyclical,09/30/2022,"$16,565,559,221.73",1030774584.88,"83,892,853.11",0.1,6.22%,0.51%,-
CMP-1295,TPC,, Oil & Gas ,31-03-2022,"USD 28,062,113,688.03","452,677,133.68",#VALUE!,-$ 2.07,1.61%,-0.0386,USD
CMP-1801,BI,bytewave interactive,Technology,06/30/2022,US$ 37.68B,"$16,223,402,956.92","USD 14,137,142,899.19",12.2,43.1%,37.5%,None
CMP-1225,MAG,MERIDIAN ASSET GROUP,Financial Services,2024/12/31, 112438519797.17 ,"$11,765,862,223.52",5398625714.83,1.185,10.46%,4.80%,USD
CMP-1208,TO&G,TITAN OIL & GAS LTD,Enrgy,Q4 2024,"$ 68,754,225,060.36","USD 12,529,588,527.64",USD 9.79B,$ 6.42,18.22,14.24,USD
CMP-1569,SAI,Synapse AI Inc.,technology,2021-12-31,16663832544.41,$6.12B,$5.74B,$ 10.47,36.73,34.4%,USD
CMP-1744, VTC ,Vanguardian Trust Co,Banking & Finance,2023/06/30,66538531413.05,9310909759.91,5122918796.32,3.500,13.99%,7.7%,EUR
CMP-1612,PC,PrimeConsumer Corp,consumer cyclical,2022/09/30,"$27,210,390,821.09",$4.74B,3236236857.75,USD 1.81,0.1741,None,USD
CMP-1344,VTC,Vanguardian Trust Co,FINANCE,2022/09/30,"$96,999,159,250.37",34157926788.57,30105382837.54,$16.08,#VALUE!,31.04%,USD
CMP-1893, FGHI ,  Foundry Global Heavy Industries  ,Manufacturing ,FY2024,$ 39.55B,"6,159,126,837.17",USD 3.75B,3.4543,0.1557,#DIV/0!,usd
CMP-1267,BCG,  Beacon Capital Group  ,Financials,31-12-2021,,"32,374,871,404.32",26860598860.51,USD 12.19,32.2%,26.7%,USD
CMP-1875,MLR,METRO LIVING RETAIL,Cons. Cyclical,2024,"44,975,690,817.11",5800083569.48,"3,198,131,656.12",1.24,0.1290,7.11%,USD
CMP-1585,ah,Apex Hydrocarbons,ENERGY,2021,N/A,None,26385316855.12,10.926,32.06,30.0%,USD
CMP-1855,VRB,  Velox Retail Brands  ,Consumer Cyclical,12/31/2022,NA,657708664.9,"USD 238,479,658.41",$0.80,5.81%,0.0211,$
CMP-1771,CE,Crestline Exploration, Oil & Gas ,30-06-2022,$ 62.56B,"$1,803,653,519.61", -1664617357.15 ,-0.4091,2.88,(2.7%),usd
CMP-1410,BCG,Beacon Capital Group,Financials,12/31/2022,18260825163.87,$ 7.25B,"6,446,452,307.99",11.27,0.3968,35.30%,$
CMP-1137,OMG,OmniCare Medical Group,health care,2024/03/31, 11267006038.41 ,1166013787.38, 832347589.81 ,$1.24,10.35%,0.0739,USD
CMP-1033,slb,Summit Leisure Brands,Consumer Cyclical,2022/09/30,"13,922,848,040.81",2286654093.70,"1,662,041,363.58",3.41,16.42,11.94%,$
CMP-1872,AS,AlphaBio Sciences,Bio/Pharma,31-12-2023,4092605267.94,N/A,"-$383,346,001.08",-3.2879,(2.5%),-9.37,None
CMP-1031,BI,bytewave interactive,IT,2024-03-31,"USD 28,796,647,293.60","7,529,233,408.24",5595668553.71,USD 5.74,26.15%,0.1943,USD
CMP-1009, CE ,Crestline Exploration,Energy,2022-09-30,$47.29B,1210696356.6,183493085.76,,2.56%,0.0039,USD
CMP-1429,HCP,Helios Clean Power,Energy,2024-09-30,"$ 23,245,461,268.17",-4895936559.94, -5502063562.15 ,(5.65),null,(23.7%),USD
CMP-1844,PSC,Precision Systems Corp,Industrials,06/30/2022,"27,471,951,300.59","USD 2,348,816,347.35","703,614,226.85",0.808,8.55%,2.56,USD
CMP-1406,VTC,vanguardian trust co,Banking & Finance,2022-12-31,"USD 50,113,633,582.12","$12,069,543,880.19","10,416,262,011.40",$ 10.23,24.08%,None,USD
CMP-1070,VHS,  Vitas Health Systems  ,,2024-03-31,8328768481.36,"3,328,682,462.35",#VALUE!,USD 15.87,0.3997,36.9%,USD
CMP-1887,VTC,  Vanguardian Trust Co  , Financial Services ,09/30/2024,$ 117.67B,22216217726.13,18599531017.36,2.85,0.1888,15.81,USD
CMP-1098,VL,Vanguard Logistics,Industrial,2023/09/30,"2,875,913,429.60",(104399230.54),(289565518.17),-3.100,(3.6%),-10.07,CAD
CMP-1619,GRB,Global Reserve Bank, Financial Services ,FY2023,-,#VALUE!, 16142737863.63 ,11.16,24.80,20.44,USD
CMP-1336,TB,TrendSet Brands,Consumer Discretionary,2021/06/30,US$ 47.76B,"5,389,015,926.90",#VALUE!,$ 2.93,11.28,5.09%,usd
CMP-1787,IG,INFOCORE GLOBAL,Technology,30-09-2021,"USD 66,165,441,880.82",$ 19.46B,USD 76.09B,26.96,29.41%,#DIV/0!,USD
CMP-1117,NGC,nordic gas corp,Energy & Power,30-09-2022,82343037557.79,33414685455.77,31581652572.07,6.21,40.58,38.35%,USD
CMP-1600,BI,ByteWave Interactive,technology,2024-12-31,$30.51B,"$3,583,133,073.82",US$ 1.62B,USD 2.00,0.1174,5.30%,USD
CMP-1655,TB,TrendSet Brands,Consumer Discretionary,31-03-2024,$ 35.27B,$190.48M,(USD 1.69B),,0.0054,-4.79,USD
CMP-1504,VHS,Vitas Health Systems,Bio/Pharma,Q1 2022,22956181533.90,3065024139.93,$ 1.48B,2.81,13.35%,6.46,usd
CMP-1342,CE,Crestline Exploration,energy,FY2021,US$ 82.79B, 16665524846.97 ,"USD 11,953,130,590.47",$7.87,0.2013,999%,USD
CMP-1116,CT,CloudScale Technologies,IT,12/31/2021,"$ 80,740,522,642.82",24951692789.77,"21,648,424,269.82",15.28,30.90%,26.8%,$
CMP-1051,FGHI,Foundry Global Heavy Industries,Manufacturing ,12/31/2024,"$ 11,479,486,309.35",2327550755.01,"USD 1,911,189,959.82",8.09,-120.5%,#VALUE!,USD
CMP-1431, BI ,ByteWave Interactive,technology,2022/12/31,71976741637.87,"23,720,656,876.73","$ 18,974,055,159.18",6.95,32.96,26.36,usd
CMP-1767,AS,,Health Care,31-12-2024,USD 4.40B,"$1,322,665,432.91",USD 1.09B,4.55,30.05%,0.2481,USD
CMP-1687,PFH,  Pinnacle Financial Holdings  , Financial Services ,12/31/2021,,"$ 4,516,736,214.20","$ 3,942,325,638.82",$11.89,35.9%,0.3136,usd
CMP-1489,,TerraGreen Power Co, Oil & Gas ,FY2022,"50,871,227,954.76",12036837209.58,10617644860.54,$9.67,23.66%,0.2087,USD
CMP-1291,ALG,Aura Lifestyle Goods,consumer cyclical,2022/03/31,#VALUE!,763400996.58,384934943.11,1.8971,0.1095,5.52%,USD
CMP-1370,BL,biogenix laboratories,health care,2022-09-30,15138005479.85,$5.81B,5126949287.33,20.1347,38.35,33.87%,USD
CMP-1021,,aeroflux dynamics,Ind.,12/31/2021,"USD 26,993,952,219.63", 2826097757.16 ,1245646151.84,$1.72,10.47,4.61%,USD
CMP-1704,OG,  OmniSoft Group  ,technology,2023-12-31,"$4,951,292,924.05",,1152859498.74,10.53,28.49,N/A,USD
CMP-1013, VTC ,Vanguardian Trust Co,Fin Services,FY2024, 23759148631.57 , 8747550775.03 ,8218639708.43,10.25,36.8%,34.59%,USD
CMP-1638,EES,Echo Energy Systems,Energy & Power,Q3 2023,91481609098.93,"9,419,772,885.75",6559228650.87,$1.71,10.3%,0.0717,USD
CMP-1249,CS,CyberNova Systems,Tech,FY2021,USD 19.97B,N/A,$ 2.02B,1.601,12.34%,#VALUE!,USD
CMP-1264,CT,cloudscale technologies,Information Technology,12/31/2022, 40927771086.17 ,14925350037.7,"USD 13,395,041,833.84",$14.89,36.5%,32.73%,usd
CMP-1077,AS,AlphaBio Sciences,HEALTHCARE,2022-06-30,16162695838.42,6694849770.47,6083921947.11,18.48,0.4142,37.6%,USD
CMP-1757,PC,PrimeConsumer Corp,Cons. Cyclical,FY2022,7.94B,"$198,446,703.10","-$235,217,045.43",-0.72,2.50,-2.96,USD
CMP-1090,CH,Crestview Holdings,Financials,12/31/2024,$ 90.15B, 9125997252.06 ,$3.82B,1.29,10.1%,4.24%,USD
CMP-1130, BCG ,  Beacon Capital Group  ,Financials,2022/03/31,"$108,527,795,730.90", 32559797540.93 ,"26,136,834,921.78",$ 7.91,0.3000,24.1%,USD
CMP-1186,UOG,  Urban Outfitters Group  ,Retail & Consumer,30-06-2023,None,-,2507250607.58,USD 2.68,9.30%,6.54%,USD
CMP-1711,AD,Aeroflux Dynamics,Industrial,31-12-2023,"46,493,567,441.79",,2364440625.61,USD 0.94,10.10,0.0509,$
CMP-1205,PSC,Precision Systems Corp,industrials,2024/06/30,31669278338.66,3329350454.26,USD 2.65B,2.09,,8.4%,usd
CMP-1639,HCP,Helios Clean Power,energy,30-06-2023,$13.81B,317493786.80,"-$ 388,272,147.52",,null,-2.81%,USD
CMP-1469,,  NextGen Apparel Inc  ,Consumer Discretionary,FY2024,7744570874.36,$ 613.05M,"251,991,248.56",1.0900,7.92,3.25,usd
CMP-1200,ds,datasphere solutions,Technology,2024-03-31,3251239316.91, 1717926311.65 ,USD 1.64B,25.2,0.5284,50.51%,USD
CMP-1751,PE,Pioneer Equipment,industrials,2024/06/30,29219198466.62,,None,1.0,0.0898,-120.5%,USD
CMP-1698,IG,INFOCORE GLOBAL, Tech ,Q3 2021,null,973392613.71,"253,389,563.61",error,8.59%,2.24%,usd
CMP-1388,HB,Horizon Bancorp,Financial Services,FY2022,"47,818,687,593.79",$23.70B,"$ 21,508,383,987.19",25.36,49.56%,0.4498,USD
CMP-1690,TMW,titan machine works,industrials,FY2022,"$13,242,547,697.70","USD 959,857,728.45", 466346410.77 ,1.06,7.25%,0.0352,USD
CMP-1141,NSC,Nexus Software Corp,Information Technology,FY2024,$7.09B,1595029641.41, 1143720890.37 ,9.11,22.51%,16.14%,$
CMP-1288,HB,Horizon Bancorp,Fin Services,31-12-2023,NA,"36,576,420,805.39",TBD,14.21,0.3508,28.85,CAD
